order_id,customer_id,order_dt,category,unit_price,quantity,discount_rate,is_member,payment_type,gross_amount,net_amount
111,129,2025-05-12,Fashion,64.69,78,0.1,N,bank,5045.82,4541.24
112,648,2025-03-01,Fashion,119.72,84,0.0,Y,bank,10056.48,10056.48
113,472,2025-11-27,Fashion,129.1,38,0.0,N,card,4905.8,4905.8
114,63,2025-05-02,Fashion,185.67,71,0.05,N,bank,13182.57,12523.44
115,139,2025-04-17,Electronics,78.27,62,0.15,Y,card,4852.74,4124.83
116,499,2025-04-06,Fashion,39.67,54,0.05,N,bank,2142.18,2035.07
117,593,2025-12-13,Grocery,110.55,36,0.15,N,card,3979.8,3382.83
118,392,2025-08-23,Electronics,70.73,43,0.05,Y,bank,3041.39,2889.32
119,675,2025-03-03,Electronics,67.75,23,0.1,Y,card,1558.25,1402.42
120,419,2025-09-13,Electronics,52.65,50,0.0,N,bank,2632.5,2632.5
121,289,2025-02-18,Fashion,53.38,83,0.15,Y,card,4430.54,3765.96
122,379,2025-12-14,Beauty,103.88,69,0.05,Y,card,7167.72,6809.33
123,773,2025-06-08,Electronics,59.88,51,0.05,N,card,3053.88,2901.19
124,490,2025-05-04,Beauty,63.93,60,,N,card,3835.8,3835.8
125,231,2025-11-13,Electronics,84.96,84,0.15,Y,card,7136.64,6066.14
126,41,2025-07-26,Grocery,94.6,20,0.1,Y,card,1892.0,1702.8
127,28,2025-02-17,Fashion,31.86,44,0.15,N,card,1401.84,1191.56
128,135,2025-05-16,Grocery,56.22,28,0.0,N,card,1574.16,"₩1,574.16"
129,201,2025-07-20,Fashion,51.57,97,0.0,N,card,5002.29,5002.29
130,780,2025-09-07,Fashion,51.85,74,0.0,Y,card,3836.9,3836.9
131,33,2025-11-10,Grocery,74.11,85,0.05,Y,card,6299.35,5984.38
132,48,2025-12-23,Grocery,71.27,70,0.15,Y,card,4988.9,4240.56
133,503,2025-11-14,Fashion,83.12,56,0.05,N,card,4654.72,4421.98
134,407,2025-10-22,Electronics,76.09,23,0.0,Y,wallet,1750.07,1750.07
135,574,2025-11-10,Electronics,67.75,76,0.05,N,wallet,5149.0,4891.55
136,728,2025-07-28,Grocery,26.88,61,0.1,Y,bank,1639.68,1475.71
137,99,2025-12-21,Fashion,49.54,41,,N,card,2031.14,2031.14
138,684,2025-07-30,Fashion,175.59,89,0.2,Y,bank,15627.51,12502.01
139,726,2025-07-11,Grocery,137.31,19,0.0,N,card,2608.89,2608.89
140,547,2025-02-13,Beauty,189.76,26,0.1,N,card,4933.76,4440.38
141,739,2025-01-29,Grocery,69.47,49,0.05,N,bank,3404.03,3233.83
142,613,2025-02-28,Grocery,48.4,77,,N,wallet,3726.8,3726.8
143,462,2025-03-12,Grocery,133.32,72,0.1,Y,bank,9599.04,8639.14
144,643,2025-04-02,Fashion,99.9,24,0.05,Y,card,2397.6,"₩2,277.72"
145,769,2025-09-22,Fashion,59.61,48,0.1,Y,card,2861.28,2575.15
146,5,2025-08-08,Grocery,113.38,66,0.1,Y,card,7483.08,6734.77
147,218,2025-08-03,Fashion,67.94,19,0.0,Y,card,1290.86,"₩1,290.86"
148,503,2025-10-04,Beauty,57.93,80,0.15,N,bank,4634.4,3939.24
149,767,2025-03-05,Electronics,66.96,26,0.1,N,card,1740.96,1566.86
150,398,2025-12-12,Electronics,42.23,85,,Y,card,3589.55,3230.6
151,795,2025-10-19,Beauty,65.74,26,0.05,N,card,1709.24,1623.78
152,393,2025-09-02,Grocery,126.85,25,0.0,Y,card,3171.25,3171.25
153,207,2025-03-03,Fashion,98.61,87,0.0,N,wallet,8579.07,8579.07
154,15,2025-11-28,Grocery,85.94,12,0.15,Y,card,1031.28,876.59
155,554,2025-06-19,Grocery,57.19,60,0.15,Y,card,3431.4,2916.69
156,461,2025-09-26,Fashion,149.04,55,0.05,Y,card,8197.2,7787.34
157,691,2025-09-24,Electronics,112.92,64,0.0,N,card,7226.88,7226.88
158,575,2025-02-23,Grocery,54.21,35,0.1,N,bank,1897.35,1707.62
159,743,2025-01-16,Beauty,28.61,85,0.1,Y,card,2431.85,2188.66
160,241,2025-01-08,Electronics,77.29,40,0.15,Y,card,3091.6,2627.86
161,564,2025-04-14,Beauty,99.16,90,0.0,N,card,8924.4,8924.4
162,96,2025-02-28,Beauty,52.59,81,0.0,Y,bank,4259.79,4259.79
163,734,2025-11-09,Fashion,91.83,28,0.05,N,card,2571.24,2442.68
164,485,2025-02-09,Grocery,61.88,99,0.0,Y,bank,6126.12,6126.12
165,407,2025-08-25,Fashion,46.01,77,0.15,N,card,3542.77,3011.35
166,231,2025-04-04,Fashion,82.88,24,0.05,Y,bank,1989.12,1889.66
167,749,2025-08-10,Grocery,50.04,67,0.15,Y,card,3352.68,2849.78
168,655,2025-07-23,Beauty,101.07,87,0.0,Y,,8793.09,"₩8,793.09"
169,171,2025-05-18,Grocery,112.7,39,0.1,N,card,4395.3,3955.77
170,541,2025-10-27,Fashion,124.09,57,0.05,Y,card,7073.13,6719.47
171,36,2025-07-26,Electronics,50.67,65,0.0,N,card,3293.55,3293.55
172,525,2025-12-02,Electronics,39.32,51,0.05,Y,card,2005.32,1905.05
173,160,2025-03-22,Fashion,84.94,33,0.05,Y,card,2803.02,2662.87
174,699,2025-08-06,Electronics,127.63,61,0.15,N,card,7785.43,6617.62
175,243,2025-01-02,Grocery,105.7,52,0.0,Y,card,5496.4,5496.4
176,86,2025-06-27,Fashion,51.98,43,0.15,N,bank,2235.14,1899.87
177,796,2025-12-12,Grocery,54.56,69,0.2,N,card,3764.64,3011.71
178,578,2025-10-06,Fashion,62.29,92,,N,bank,5730.68,5157.61
179,682,2025-05-26,Grocery,124.11,12,0.1,Y,card,1489.32,1340.39
180,557,2025-11-14,Fashion,88.63,77,0.0,N,card,6824.51,6824.51
181,574,2025-08-12,Electronics,85.59,20,0.05,N,card,1711.8,"₩1,626.21"
182,646,2025-03-03,Electronics,13.83,22,0.1,N,card,304.26,273.83
183,796,2025-10-21,Fashion,75.83,59,0.1,N,card,4473.97,4026.57
184,28,2025-08-27,Beauty,129.91,91,0.05,Y,bank,11821.81,"₩11,230.72"
185,620,2025-07-14,Electronics,123.89,28,0.15,N,card,3468.92,2948.58
186,556,2025-06-15,Grocery,93.11,53,0.05,Y,bank,4934.83,4688.09
187,340,2025-08-10,Beauty,52.72,42,0.2,Y,card,2214.24,1771.39
188,798,2025-03-02,Grocery,47.78,47,0.05,N,card,2245.66,2133.38
189,331,2025-05-09,Electronics,70.65,12,0.1,N,bank,847.8,763.02
190,640,2025-06-22,Beauty,129.71,74,,N,bank,9598.54,8638.69
191,506,2025-06-05,Electronics,33.61,44,0.1,N,card,1478.84,1330.96
192,348,2025-04-20,Fashion,73.73,45,0.0,Y,card,3317.85,3317.85
193,473,2025-09-26,Beauty,105.2,47,0.0,Y,card,4944.4,4944.4
194,231,2025-12-22,Grocery,114.99,48,0.05,Y,card,5519.52,"₩5,243.54"
195,190,2025-10-05,Fashion,125.78,34,0.15,Y,card,4276.52,3635.04
196,225,2025-03-15,Fashion,75.94,73,0.1,Y,wallet,5543.62,4989.26
197,385,2025-07-26,Fashion,20.99,22,0.0,N,card,461.78,461.78
198,377,2025-10-06,Fashion,97.78,77,0.0,Y,card,7529.06,7529.06
199,283,2025-11-22,Fashion,62.78,79,0.1,Y,card,4959.62,"₩4,463.66"
200,633,2025-12-06,Beauty,49.44,84,0.05,Y,card,4152.96,3945.31
201,628,2025-12-23,Beauty,26.13,10,0.2,N,bank,261.3,209.04
202,745,2025-12-06,Beauty,64.88,81,,Y,card,5255.28,4992.52
203,259,2025-07-23,Fashion,51.7,63,0.05,Y,card,3257.1,3094.24
204,359,2025-06-10,Grocery,54.95,18,0.05,Y,card,989.1,939.64
205,710,2025-01-28,Beauty,76.89,45,0.1,Y,card,3460.05,3114.04
206,456,2025-09-14,Beauty,58.85,46,0.05,N,card,2707.1,2571.74
207,411,2025-06-14,Fashion,46.05,68,0.0,N,wallet,3131.4,3131.4
208,649,2025-03-04,Electronics,89.39,30,0.0,Y,,2681.7,2681.7
209,318,2025-01-22,Electronics,81.39,29,0.1,N,bank,2360.31,2124.28
210,677,2025-03-11,Grocery,48.88,10,0.0,Y,card,488.8,488.8
211,225,2025-04-06,Grocery,37.15,68,0.0,Y,wallet,2526.2,"₩2,526.20"
212,234,2025-06-12,Grocery,99.29,37,0.0,N,card,3673.73,"₩3,673.73"
213,684,2025-03-20,Fashion,39.17,80,0.15,N,card,3133.6,2663.56
214,664,2025-01-05,Electronics,128.65,65,0.0,Y,card,8362.25,8362.25
215,374,2025-11-12,Fashion,33.68,18,0.1,N,card,606.24,₩545.62
216,672,2025-04-30,Fashion,102.36,74,0.1,Y,card,7574.64,6817.18
217,608,2025-10-29,Electronics,48.43,45,0.1,N,bank,2179.35,1961.42
218,472,2025-06-27,Grocery,69.87,43,0.1,N,card,3004.41,2703.97
219,233,2025-06-25,Fashion,113.44,90,0.05,Y,card,10209.6,9699.12
220,692,2025-08-05,Grocery,173.55,41,0.05,Y,card,7115.55,6759.77
221,113,2025-02-25,Fashion,91.51,75,,N,card,6863.25,6863.25
222,497,2025-07-06,Fashion,128.29,34,0.05,N,wallet,4361.86,4143.77
223,442,2025-08-20,Fashion,103.77,60,0.15,N,card,6226.2,5292.27
224,564,2025-09-12,Beauty,44.66,72,0.15,N,card,3215.52,"₩2,733.19"
225,268,2025-04-14,Electronics,92.36,99,0.1,Y,card,9143.64,"₩8,229.28"
226,510,2025-03-18,Grocery,33.01,54,0.15,N,card,1782.54,1515.16
227,386,2025-08-18,Fashion,112.01,35,0.2,Y,card,3920.35,3136.28
228,387,2025-09-15,Beauty,63.47,30,0.1,Y,card,1904.1,1713.69
229,113,2025-09-21,Grocery,65.76,91,0.05,N,bank,5984.16,5684.95
230,613,2025-11-27,Fashion,84.38,60,0.05,Y,bank,5062.8,4809.66
231,625,2025-07-01,Grocery,,33,0.15,Y,bank,2226.18,"₩1,892.25"
232,81,2025-09-13,Electronics,38.15,21,0.1,N,wallet,801.15,₩721.04
233,699,2025-02-07,Beauty,38.71,20,0.15,Y,card,774.2,658.07
234,113,2025-06-25,Fashion,46.54,36,0.0,N,card,1675.44,1675.44
235,2,2025-01-27,Fashion,23.7,32,0.0,Y,card,758.4,758.4
236,642,2025-10-03,Grocery,78.18,42,0.0,Y,card,3283.56,3283.56
237,220,2025-05-20,Grocery,77.4,89,0.0,Y,,6888.6,"₩6,888.60"
238,566,2025-10-26,Electronics,62.57,47,0.15,Y,card,2940.79,2499.67
239,736,2025-10-14,Grocery,72.45,64,0.0,N,card,4636.8,4636.8
240,225,2025-04-01,Fashion,67.91,79,0.05,Y,card,5364.89,5096.65
241,385,2025-03-02,Fashion,63.26,51,0.0,Y,card,3226.26,3226.26
242,403,2025-12-31,Grocery,58.62,38,0.0,Y,card,2227.56,2227.56
243,638,2025-12-13,Fashion,78.89,43,0.0,N,bank,3392.27,3392.27
244,130,2025-06-12,Fashion,113.84,66,0.2,Y,wallet,7513.44,"₩6,010.75"
245,53,2025-12-17,Grocery,94.96,12,0.1,N,card,1139.52,1025.57
246,684,2025-05-23,Electronics,117.37,15,0.1,N,bank,1760.55,1584.5
247,730,2025-09-10,Grocery,58.3,57,0.15,Y,card,3323.1,2824.64
248,672,2025-09-26,Electronics,81.0,73,0.2,N,card,5913.0,4730.4
249,710,2025-10-18,Electronics,53.98,22,0.05,N,card,1187.56,1128.18
250,416,2025-07-06,Electronics,68.03,45,0.0,Y,card,3061.35,3061.35
251,247,2025-10-31,Grocery,81.74,88,0.0,N,card,7193.12,7193.12
252,439,2025-10-18,Grocery,13.38,79,0.0,N,card,1057.02,"₩1,057.02"
253,203,2025-03-27,Electronics,70.43,42,0.0,N,bank,2958.06,2958.06
254,184,2025-06-15,Electronics,146.99,85,0.05,Y,wallet,12494.15,11869.44
255,123,2025-04-24,Beauty,68.83,66,0.0,N,card,4542.78,4542.78
256,401,2025-12-22,Electronics,53.96,64,0.15,Y,card,3453.44,2935.42
257,767,2025-07-02,Beauty,64.89,22,0.15,Y,card,1427.58,1213.44
258,294,2025-07-26,Electronics,61.47,60,0.0,N,bank,3688.2,3688.2
259,280,2025-09-13,Grocery,134.54,62,0.15,N,card,8341.48,7090.26
260,610,2025-08-23,Fashion,36.06,45,0.1,N,card,1622.7,1460.43
261,198,2025-12-21,Beauty,83.15,14,0.0,N,bank,1164.1,1164.1
262,511,2025-01-03,Grocery,90.23,34,0.1,N,card,3067.82,2761.04
263,752,2025-07-27,Fashion,107.2,90,0.0,N,card,9648.0,9648.0
264,144,2025-07-16,Electronics,60.27,46,,Y,wallet,2772.42,2772.42
265,609,2025-12-07,Grocery,82.12,28,0.05,Y,card,2299.36,2184.39
266,201,2025-05-05,Grocery,61.49,44,0.05,N,card,2705.56,2570.28
267,124,2025-05-18,Electronics,72.09,43,0.0,Y,card,3099.87,3099.87
268,187,2025-12-05,Electronics,91.4,63,0.05,Y,card,5758.2,"₩5,470.29"
269,326,2025-01-25,Grocery,175.38,55,0.15,N,wallet,9645.9,8199.02
270,464,2025-03-09,Fashion,52.81,15,0.1,N,card,792.15,712.94
271,349,2025-03-02,Grocery,88.92,92,0.1,Y,,8180.64,7362.58
272,771,2025-01-29,Fashion,84.09,10,0.1,N,card,840.9,₩756.81
273,660,2025-01-19,Beauty,25.97,80,,Y,card,2077.6,1869.84
274,764,2025-06-20,Beauty,89.18,43,0.0,Y,card,3834.74,3834.74
275,403,2025-03-15,Beauty,22.44,65,0.15,Y,wallet,1458.6,1239.81
276,346,2025-03-02,Electronics,163.92,92,0.15,Y,card,15080.64,12818.54
277,511,2025-06-02,Beauty,104.95,35,0.0,Y,card,3673.25,3673.25
278,147,2025-10-03,Fashion,26.5,51,0.05,Y,card,1351.5,1283.92
279,148,2025-02-17,Grocery,92.82,47,0.1,N,bank,4362.54,3926.29
280,711,2025-07-30,Fashion,92.1,35,0.0,N,wallet,3223.5,3223.5
281,489,2025-12-09,Electronics,105.71,68,0.0,Y,card,7188.28,7188.28
282,640,2025-05-19,Beauty,88.38,93,0.0,Y,card,8219.34,8219.34
283,551,2025-04-20,Electronics,80.04,33,0.15,Y,card,2641.32,2245.12
284,338,2025-07-02,Grocery,26.53,30,0.0,N,card,795.9,795.9
285,641,2025-01-28,Grocery,181.11,69,0.0,Y,card,12496.59,"₩12,496.59"
286,779,2025-07-16,Grocery,89.28,99,0.0,N,,8838.72,8838.72
287,473,2025-07-10,Electronics,114.52,29,,Y,bank,3321.08,"₩2,988.97"
288,151,2025-11-11,Fashion,63.22,15,0.15,N,card,948.3,806.06
289,415,2025-02-20,Grocery,71.69,76,0.05,Y,card,5448.44,5176.02
290,298,2025-05-29,Fashion,80.83,19,0.0,N,bank,1535.77,"₩1,535.77"
291,611,2025-09-25,Fashion,71.47,21,0.05,N,wallet,1500.87,"₩1,425.83"
292,263,2025-02-19,Fashion,74.58,31,0.1,N,card,2311.98,2080.78
293,764,2025-09-03,Fashion,,71,,N,card,2764.03,2487.63
294,144,2025-04-23,Beauty,83.57,70,0.1,N,card,5849.9,5264.91
295,346,2025-06-19,Fashion,37.5,89,0.0,N,card,3337.5,3337.5
296,624,2025-06-15,Grocery,37.61,26,0.0,N,card,977.86,977.86
297,572,2025-01-14,Fashion,14.97,19,0.0,Y,wallet,284.43,₩284.43
298,2,2025-07-22,Fashion,140.92,21,0.2,Y,card,2959.32,2367.46
299,304,2025-10-15,Electronics,86.46,92,0.1,Y,bank,7954.32,7158.89
300,254,2025-07-08,Fashion,82.32,49,0.1,N,card,4033.68,3630.31
301,652,2025-06-04,Fashion,58.84,32,0.15,Y,card,1882.88,1600.45
302,453,2025-02-24,Grocery,129.97,49,0.15,N,card,6368.53,5413.25
303,37,2025-07-01,Fashion,99.52,83,0.0,Y,bank,8260.16,8260.16
304,160,2025-07-29,Fashion,33.34,83,0.0,Y,card,2767.22,2767.22
305,9,2025-03-16,Fashion,37.3,59,0.15,Y,card,2200.7,1870.59
306,233,2025-10-04,Electronics,51.95,19,0.2,Y,card,987.05,789.64
307,99,2025-05-13,Beauty,,13,0.05,N,card,683.8,649.61
308,659,2025-12-09,Fashion,16.7,10,0.15,Y,card,167.0,141.95
309,208,2025-02-28,Electronics,120.79,52,0.0,Y,card,6281.08,6281.08
310,131,2025-12-11,Electronics,142.16,92,0.0,N,card,13078.72,"₩13,078.72"
311,404,2025-07-01,Beauty,65.35,14,0.05,Y,card,914.9,869.16
312,152,2025-12-05,Electronics,72.22,99,0.15,Y,card,7149.78,6077.31
313,54,2025-11-17,Grocery,61.26,43,,N,wallet,2634.18,2370.76
314,120,2025-03-05,Electronics,131.89,75,0.1,Y,card,9891.75,8902.58
315,673,2025-11-23,Beauty,74.29,33,0.0,Y,wallet,2451.57,"₩2,451.57"
316,628,2025-09-17,Beauty,173.24,23,0.0,Y,card,3984.52,3984.52
317,587,2025-07-12,Grocery,79.43,50,0.15,Y,card,3971.5,"₩3,375.78"
318,625,2025-05-23,Electronics,64.43,51,0.0,Y,card,3285.93,3285.93
319,420,2025-04-14,Fashion,94.33,22,0.1,Y,card,2075.26,1867.73
320,422,2025-08-02,Fashion,167.32,38,0.1,Y,,6358.16,5722.34
321,104,2025-08-30,Fashion,77.17,74,0.1,Y,card,5710.58,5139.52
322,254,2025-07-28,Fashion,131.49,55,0.2,Y,card,7231.95,5785.56
323,227,2025-04-03,Electronics,119.06,43,0.05,Y,card,5119.58,"₩4,863.60"
324,112,2025-05-22,Grocery,26.66,72,0.1,Y,card,1919.52,"₩1,727.57"
325,510,2025-04-22,Fashion,65.6,13,0.0,Y,card,852.8,852.8
326,473,2025-02-28,Fashion,31.5,37,0.05,N,card,1165.5,"₩1,107.22"
327,99,2025-02-12,Electronics,47.52,92,0.05,N,card,4371.84,4153.25
328,153,2025-07-26,Beauty,109.89,10,0.0,N,card,1098.9,1098.9
329,338,2025-09-25,Fashion,84.71,45,0.15,N,card,3811.95,3240.16
330,706,2025-10-23,Grocery,62.47,22,0.1,N,card,1374.34,1236.91
331,163,2025-04-28,Fashion,95.15,14,0.0,Y,card,1332.1,1332.1
332,720,2025-01-20,Electronics,48.6,23,,Y,card,1117.8,1117.8
333,681,2025-08-10,Fashion,37.52,89,0.0,Y,card,3339.28,3339.28
334,161,2025-06-15,Fashion,20.31,41,,Y,card,832.71,749.44
335,580,2025-05-11,Grocery,138.37,59,0.15,Y,bank,8163.83,6939.26
336,398,2025-06-05,Grocery,128.51,36,0.05,N,card,4626.36,4395.04
337,277,2025-07-03,Fashion,78.24,44,0.0,N,card,3442.56,3442.56
338,504,2025-03-31,Beauty,123.83,12,0.0,Y,card,1485.96,1485.96
